num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,46,98,7,7,MELREP,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,11,5,12,2,COKPER,India,1,1,1,5.62,0
1,Mobile,RoundTrip,40,6,8,5,HNDKNO,Indonesia,1,1,1,7.57,0
3,Internet,RoundTrip,171,23,11,3,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,14,24,2,5,DACSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,120,36,14,4,COKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,154,17,8,1,MELPNH,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,25,5,10,5,CGKHND,Indonesia,0,0,0,7.57,0
2,Internet,RoundTrip,301,6,23,1,ICNPER,Australia,1,0,1,6.62,0
1,Internet,RoundTrip,29,3,13,3,ICNPEN,South Korea,0,0,1,6.62,1
1,Internet,RoundTrip,36,23,13,3,DPSOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,81,4,11,7,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,66,30,1,3,COKSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,1,23,5,3,KNOPEK,Indonesia,1,0,0,6.42,0
1,Internet,RoundTrip,7,3,15,1,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,30,18,11,6,PNHSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,20,166,7,2,DMKOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,68,5,11,7,PVGTWU,China,1,0,0,5.33,0
1,Internet,RoundTrip,4,4,7,4,HKTTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,14,4,14,4,SINSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,240,4,17,7,DPSKIX,Japan,0,0,1,7.0,0
2,Internet,RoundTrip,57,6,14,1,LGKPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,198,27,6,2,DPSICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,29,3,12,3,ICNPER,Singapore,0,0,0,6.62,0
1,Internet,RoundTrip,3,5,22,1,MAATPE,Australia,0,0,0,4.67,0
1,Mobile,RoundTrip,250,6,0,1,CTSDMK,Thailand,0,0,0,8.67,0
2,Internet,RoundTrip,2,4,3,6,KCHXIY,China,1,1,0,5.0,0
1,Mobile,RoundTrip,24,3,11,1,ICNSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,85,6,8,5,CCUSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,9,5,9,3,PENSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,54,29,5,3,DPSOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,21,207,21,5,CGKMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,16,29,17,3,MAAPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,63,4,14,1,PENPVG,Malaysia,1,0,0,5.33,1
2,Internet,RoundTrip,21,45,6,3,HNDRGN,Japan,1,0,0,7.57,0
2,Internet,RoundTrip,88,6,9,2,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,6,19,12,1,DPSSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,37,27,23,2,DMKOOL,Australia,0,0,0,8.83,0
2,Mobile,RoundTrip,57,31,0,4,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,229,31,2,5,AKLKUL,New Zealand,0,0,1,8.83,0
4,Internet,RoundTrip,14,4,16,2,BKIICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,110,24,10,2,COKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,24,3,13,6,HNDTRZ,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,32,61,9,2,JHBKTM,Malaysia,1,0,0,4.75,0
1,Internet,RoundTrip,190,3,3,3,DPSHND,Japan,0,1,0,7.57,0
1,Internet,RoundTrip,4,36,14,4,KTMPEN,Malaysia,1,1,1,4.75,1
1,Internet,RoundTrip,138,4,1,5,SYDTRZ,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,16,20,21,4,OOLPUS,Australia,1,1,0,8.83,1
1,Internet,RoundTrip,130,4,0,1,HNDPEN,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,21,22,6,3,KNOPER,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,57,4,13,6,MELPEN,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,124,34,22,2,BKIOOL,New Zealand,1,0,1,8.83,0
1,Internet,CircleTrip,71,71,1,3,GOISYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,4,49,9,1,KTMPEN,Malaysia,1,0,1,4.75,0
2,Internet,RoundTrip,242,4,5,6,DMKKIX,Thailand,1,0,0,7.0,0
3,Internet,OneWay,426,1,19,6,CGKSYD,Indonesia,0,0,0,8.58,0
1,Internet,RoundTrip,94,22,7,5,CRKMEL,Philippines,1,0,0,8.83,0
1,Internet,RoundTrip,112,5,13,2,MELSGN,South Korea,0,1,1,8.83,0
4,Mobile,RoundTrip,36,4,6,5,CTSDMK,Thailand,1,1,1,8.67,1
1,Internet,RoundTrip,62,21,8,7,HYDSYD,Australia,1,1,1,8.58,1
2,Internet,RoundTrip,3,6,10,6,KBVPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,70,4,9,1,HKTICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,144,18,11,3,DMKMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,52,22,9,1,CMBMEL,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,88,25,6,2,JOGKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,15,26,1,3,DMKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,11,30,4,7,DPSMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,118,89,8,7,AKLKUL,Malaysia,0,1,0,8.83,0
2,Mobile,RoundTrip,232,28,6,1,HNDPEN,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,28,64,7,2,MELSGN,Vietnam,1,0,1,8.83,0
2,Internet,RoundTrip,37,85,6,6,MELTRZ,India,1,0,0,8.83,0
3,Internet,RoundTrip,69,50,23,1,JHBPVG,Japan,1,1,1,5.33,0
1,Internet,RoundTrip,8,2,14,1,PEKSIN,Sweden,0,0,1,6.42,1
5,Internet,RoundTrip,231,17,16,2,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,196,88,7,4,COKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,95,31,4,4,CMBMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,7,3,4,3,JHBXIY,Malaysia,1,0,1,5.0,1
5,Internet,RoundTrip,199,6,17,3,KCHKIX,Malaysia,1,0,0,7.0,0
1,Internet,RoundTrip,82,29,13,3,KNOTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,2,1,2,2,BKISYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,37,4,14,7,DPSKIX,Japan,1,1,1,7.0,0
2,Internet,RoundTrip,93,4,8,3,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,288,84,5,7,SBWTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,11,4,10,5,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,52,30,12,4,SUBSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,34,5,12,7,BKIPER,Malaysia,1,1,1,5.62,1
1,Internet,RoundTrip,27,55,19,2,DELSYD,India,1,0,0,8.58,0
1,Internet,RoundTrip,101,3,5,2,DMKKIX,Thailand,0,0,0,7.0,0
1,Internet,RoundTrip,19,23,5,6,MELSGN,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,172,22,12,5,HKTPEK,China,1,0,0,6.42,0
1,Internet,RoundTrip,104,6,6,4,PENTPE,Malaysia,1,0,1,4.67,1
1,Internet,RoundTrip,46,2,8,1,ICNTGG,Malaysia,0,0,0,6.62,0
2,Internet,RoundTrip,64,29,12,1,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,72,6,15,1,KBRMEL,Malaysia,0,0,0,8.83,1
2,Internet,RoundTrip,30,6,13,3,DMKKIX,Thailand,1,1,1,7.0,1
1,Internet,RoundTrip,3,4,14,2,CGKKIX,Japan,1,1,1,7.0,1
1,Internet,RoundTrip,14,33,12,4,LGKMEL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,9,28,11,3,DELJHB,Malaysia,1,0,0,5.52,0
1,Internet,RoundTrip,152,26,5,7,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,5,3,8,4,KCHMEL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,19,6,16,2,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,28,37,8,4,HYDOOL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,60,4,15,6,DMKKIX,Thailand,1,0,0,7.0,1
2,Internet,RoundTrip,71,87,0,3,CMBSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,55,18,9,7,PENSYD,Malaysia,1,1,0,8.58,0
2,Internet,RoundTrip,125,6,23,6,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,127,21,8,4,OOLSDK,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,23,4,14,6,CGKICN,Indonesia,0,0,0,6.62,0
2,Internet,RoundTrip,92,43,11,4,MELPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,80,289,7,5,DELSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,63,5,14,4,HNDSIN,Singapore,0,0,0,7.57,0
1,Internet,RoundTrip,12,3,5,3,AKLKUL,New Zealand,0,0,1,8.83,0
1,Internet,RoundTrip,1,5,6,2,OOLPNH,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,24,4,5,2,BKIICN,Singapore,0,0,1,6.62,1
2,Internet,RoundTrip,66,18,8,1,ICNSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,32,5,14,6,PERSGN,Australia,0,0,0,5.62,0
7,Mobile,RoundTrip,31,6,16,3,HKTXIY,China,1,0,0,5.0,0
3,Internet,RoundTrip,45,29,15,2,DELMEL,India,1,1,1,8.83,0
1,Internet,RoundTrip,16,44,21,6,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,53,6,5,5,CTUTWU,China,1,0,0,4.72,1
1,Internet,RoundTrip,92,4,2,2,DPSPVG,China,0,0,0,5.33,1
1,Internet,RoundTrip,50,32,9,3,MELTPE,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,151,5,11,6,ICNSIN,South Korea,1,0,0,6.62,0
3,Mobile,RoundTrip,28,5,3,3,SUBWUH,Indonesia,1,0,1,5.13,0
1,Internet,RoundTrip,1,3,15,5,AKLKUL,Malaysia,0,1,0,8.83,0
4,Internet,RoundTrip,277,20,0,6,CGKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,32,6,12,6,KIXPEN,Malaysia,0,0,0,7.0,1
2,Internet,RoundTrip,386,25,3,1,AKLKUL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,72,24,1,5,PENSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,22,6,13,5,DPSHGH,China,1,1,1,5.07,0
3,Internet,RoundTrip,118,28,7,5,IKASYD,Germany,1,1,1,8.58,0
1,Mobile,RoundTrip,242,21,2,4,KCHMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,66,6,17,3,MAAMEL,India,1,0,0,8.83,1
1,Internet,RoundTrip,24,5,10,7,PERTRZ,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,10,89,23,7,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,68,23,10,4,CEBMEL,Australia,0,0,1,8.83,0
1,Mobile,RoundTrip,37,5,6,7,ICNSBW,Malaysia,1,0,0,6.62,0
1,Internet,RoundTrip,146,28,0,1,CMBOOL,Australia,1,0,0,8.83,1
1,Internet,RoundTrip,47,4,18,5,IKASIN,Singapore,1,0,0,8.15,0
1,Internet,RoundTrip,26,28,8,4,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,88,173,1,2,MELVTZ,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,263,25,9,4,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,41,25,6,5,CCUSYD,India,1,1,1,8.58,0
2,Internet,RoundTrip,252,3,13,1,KIXSIN,Singapore,1,0,1,7.0,1
1,Internet,RoundTrip,11,35,14,3,BKISYD,Australia,1,0,0,8.58,1
2,Mobile,RoundTrip,43,5,2,3,CGKICN,South Korea,1,0,0,6.62,0
4,Mobile,RoundTrip,175,6,12,3,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,111,21,21,2,OOLSGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,143,6,13,4,CNXKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,25,17,21,3,DPSICN,South Korea,0,0,0,6.62,0
4,Internet,RoundTrip,44,6,14,2,HKTTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,53,36,7,4,MYYPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,43,5,8,6,ICNJHB,Malaysia,1,1,1,6.62,0
1,Internet,RoundTrip,93,20,12,1,DACSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,292,71,6,1,SYDTPE,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,10,62,8,2,JHBKTM,Malaysia,1,0,0,4.75,1
1,Internet,RoundTrip,253,5,16,6,CTSSIN,Malaysia,0,0,0,8.67,0
1,Internet,RoundTrip,33,4,3,5,DELSGN,India,1,0,0,5.52,0
1,Internet,RoundTrip,3,26,9,5,KCHXIY,China,1,0,1,5.0,0
2,Internet,RoundTrip,57,27,5,5,HKTMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,28,4,1,4,SBWTPE,Malaysia,1,0,1,4.67,0
4,Internet,RoundTrip,135,6,22,7,AKLKUL,United States,1,0,0,8.83,0
2,Internet,RoundTrip,178,4,7,1,CTSDMK,Thailand,0,1,0,8.67,1
3,Internet,RoundTrip,6,89,5,3,PNHSYD,Cambodia,1,0,1,8.58,0
1,Internet,RoundTrip,152,18,8,4,COKPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,51,6,9,6,DELDPS,Indonesia,0,0,0,5.52,0
1,Internet,RoundTrip,119,27,7,1,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,9,90,9,1,JHBKTM,Malaysia,1,0,0,4.75,0
2,Internet,RoundTrip,61,35,23,4,CMBOOL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,31,5,6,6,PENPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,21,6,7,2,AKLKUL,Malaysia,0,0,0,8.83,0
1,Mobile,RoundTrip,10,50,5,1,SGNSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,225,33,9,5,COKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,54,28,10,1,PENPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,126,22,10,5,HDYOOL,Thailand,1,0,0,8.83,1
1,Internet,RoundTrip,10,4,11,2,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,316,30,23,3,DMKOOL,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,5,117,14,6,ICNMEL,South Korea,1,0,0,8.83,0
1,Mobile,RoundTrip,37,55,8,5,DELMEL,India,1,0,0,8.83,0
1,Internet,RoundTrip,97,4,5,4,PENPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,14,4,16,2,PENTPE,Malaysia,0,0,0,4.67,0
1,Internet,RoundTrip,21,6,11,2,COKSYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,29,17,13,2,DMKPER,France,0,0,0,5.62,0
4,Internet,RoundTrip,109,5,11,2,LGKPEK,China,1,0,0,6.42,0
2,Internet,RoundTrip,146,3,11,5,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,233,29,8,7,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,40,3,7,4,HKTPUS,Thailand,0,1,1,6.33,0
1,Internet,RoundTrip,14,89,8,2,ICNPEN,Singapore,1,0,0,6.62,1
1,Internet,RoundTrip,88,23,8,4,MELPVG,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,97,24,21,3,MELSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,42,20,12,5,CGKOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,9,34,7,1,BKIOOL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,64,54,3,7,KCHMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,171,4,4,2,HNDKNO,Indonesia,0,0,0,7.57,0
2,Mobile,RoundTrip,53,6,9,6,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,101,44,14,1,DACPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,24,25,7,4,DMKHND,Japan,0,0,0,7.57,0
3,Internet,RoundTrip,139,25,0,7,SGNSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,41,89,15,4,MELMNL,Brunei,0,1,0,8.83,1
1,Internet,RoundTrip,21,4,10,5,HNDSIN,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,162,6,13,6,ICNPEN,Malaysia,0,0,0,6.62,0
1,Internet,RoundTrip,30,5,9,5,PEKPEN,Malaysia,1,0,0,6.42,1
1,Internet,RoundTrip,99,5,3,2,HKTPEK,China,0,0,0,6.42,0
4,Internet,RoundTrip,18,6,13,4,CGKMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,67,44,12,4,MAAPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,12,17,6,4,SGNSYD,Australia,1,1,0,8.58,1
4,Internet,RoundTrip,5,31,8,3,AKLKUL,Malaysia,1,0,0,8.83,0
1,Mobile,RoundTrip,46,6,16,7,CTSDMK,Thailand,0,0,0,8.67,0
1,Internet,RoundTrip,248,31,4,1,KCHMEL,Australia,1,1,0,8.83,0
2,Mobile,RoundTrip,250,5,2,4,PENPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,55,6,6,4,KNOPER,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,274,6,0,2,HYDMEL,India,0,0,0,8.83,0
1,Internet,RoundTrip,72,6,13,4,PENSYD,Australia,0,0,1,8.58,0
6,Internet,RoundTrip,346,21,4,5,AKLKUL,New Zealand,1,1,1,8.83,0
2,Internet,RoundTrip,82,18,14,4,HGHMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,149,6,4,2,CMBSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,20,177,11,3,KIXPER,Australia,1,0,1,7.0,0
1,Internet,RoundTrip,29,4,14,1,PENTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,149,25,5,6,CMBPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,2,30,8,1,KTMMFM,Macau,1,1,1,4.75,1
2,Internet,RoundTrip,33,5,9,3,PEKPEN,Malaysia,1,1,1,6.42,0
1,Internet,RoundTrip,12,5,1,3,PENSYD,Malaysia,1,0,1,8.58,0
2,Internet,RoundTrip,34,74,1,4,KIXSBW,Malaysia,1,0,1,7.0,0
2,Internet,RoundTrip,62,4,12,4,DPSKIX,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,28,18,5,5,DACICN,South Korea,1,0,0,6.62,0
2,Mobile,RoundTrip,91,29,11,4,KIXKNO,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,191,83,11,5,SGNSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,20,31,6,1,MNLOOL,Singapore,1,1,1,8.83,0
2,Internet,RoundTrip,385,4,5,4,DMKKIX,Thailand,1,0,0,7.0,1
2,Internet,RoundTrip,104,20,14,4,COKPER,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,127,5,13,3,DMKMEL,Thailand,1,0,0,8.83,1
1,Internet,RoundTrip,2,2,2,1,ICNSBW,South Korea,0,0,0,6.62,1
2,Internet,RoundTrip,116,5,5,7,MELMYY,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,25,4,1,7,ICNSIN,Singapore,0,0,0,6.62,1
1,Internet,RoundTrip,56,6,5,2,ICNSBW,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,21,91,17,6,HKGSYD,Hong Kong,1,1,1,8.58,0
1,Internet,RoundTrip,51,5,8,2,MELMYY,Malaysia,0,0,1,8.83,0
2,Internet,RoundTrip,65,5,10,2,MRUTPE,Vietnam,1,1,1,7.42,0
5,Mobile,RoundTrip,205,32,10,1,CMBPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,215,3,4,1,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,340,34,9,5,MELPNH,Australia,0,1,0,8.83,0
2,Internet,RoundTrip,10,3,6,1,MELTPE,Taiwan,1,1,1,8.83,0
1,Internet,RoundTrip,12,19,6,5,MELSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,13,4,4,2,ICNSBW,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,36,31,11,3,DPSMEL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,63,24,12,3,COKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,0,20,2,1,ICNSIN,Singapore,1,0,0,6.62,0
1,Internet,RoundTrip,120,57,7,6,AKLKUL,Malaysia,1,0,1,8.83,0
3,Internet,RoundTrip,38,18,10,2,COKMEL,Kuwait,1,1,1,8.83,0
1,Internet,RoundTrip,263,18,4,1,MELSBW,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,204,37,11,3,CCUSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,18,1,10,2,CGKKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,52,19,4,4,HNDKNO,Japan,1,0,1,7.57,0
1,Mobile,RoundTrip,48,4,23,7,DMKPUS,Thailand,0,0,1,6.33,0
2,Internet,RoundTrip,26,3,23,5,PUSSIN,South Korea,1,1,1,6.33,0
3,Internet,RoundTrip,101,4,9,7,CGKHND,Japan,1,0,1,7.57,0
2,Internet,RoundTrip,28,6,6,3,DMKKIX,Thailand,1,0,0,7.0,1
2,Internet,RoundTrip,351,6,7,3,DPSKIX,Japan,1,1,0,7.0,1
2,Internet,RoundTrip,234,6,11,7,HKTKIX,France,0,0,1,7.0,0
4,Internet,RoundTrip,99,4,2,6,HNDPEN,Malaysia,1,0,1,7.57,0
2,Internet,RoundTrip,105,5,13,3,DMKICN,Thailand,0,0,0,6.62,0
1,Internet,RoundTrip,70,19,2,5,KTMMFM,Macau,1,0,0,4.75,0
3,Internet,RoundTrip,33,5,3,4,HDYTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,81,23,6,6,CMBPEK,China,0,0,1,6.42,1
2,Internet,RoundTrip,47,21,14,1,BKIPER,Malaysia,1,0,0,5.62,1
1,Internet,RoundTrip,60,4,4,2,OOLPEK,China,0,0,0,8.83,0
1,Internet,RoundTrip,69,36,6,6,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,22,40,10,6,BLRSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,174,4,14,3,ICNSYD,South Korea,1,0,0,8.58,0
1,Internet,RoundTrip,2,17,5,1,CEBOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,15,3,4,2,KIXPER,Japan,1,0,0,7.0,0
3,Internet,RoundTrip,290,5,12,4,KBVPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,60,17,17,2,AKLKUL,Malaysia,0,0,0,8.83,1
2,Internet,OneWay,215,6,14,6,ICNSYD,South Korea,1,0,1,8.58,0
1,Mobile,RoundTrip,13,135,13,5,RGNSYD,Myanmar (Burma),1,1,1,8.58,0
1,Internet,RoundTrip,135,29,7,6,CGKMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,144,37,9,7,MELXIY,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,5,3,3,3,PEKSBW,Malaysia,1,0,0,6.42,0
3,Internet,RoundTrip,228,21,5,6,AKLKUL,Malaysia,1,0,1,8.83,0
4,Internet,RoundTrip,167,6,2,3,HKGOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,27,52,10,7,DPSKIX,Indonesia,1,0,0,7.0,0
1,Mobile,RoundTrip,23,26,21,6,MELRGN,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,55,5,17,1,DELDPS,India,1,0,0,5.52,0
1,Internet,RoundTrip,22,3,5,2,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,11,54,6,3,BLRSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,3,22,5,7,MNLPER,Australia,1,0,0,5.62,0
2,Mobile,RoundTrip,125,56,4,3,RGNSYD,Australia,1,1,1,8.58,0
6,Mobile,RoundTrip,47,5,23,1,CKGTGG,China,1,0,0,4.83,0
1,Internet,RoundTrip,42,18,22,1,HKTOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,19,39,3,6,SGNSYD,Vietnam,1,0,0,8.58,0
1,Internet,RoundTrip,33,90,12,4,CCUMEL,India,1,1,1,8.83,0
3,Internet,RoundTrip,402,6,15,7,HKTHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,40,74,4,6,CANPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,191,5,17,1,TGGTPE,Taiwan,1,1,1,4.67,1
2,Internet,RoundTrip,89,6,14,3,MELTPE,Taiwan,1,0,0,8.83,0
1,Mobile,RoundTrip,202,5,9,1,CGKICN,Indonesia,1,0,0,6.62,0
8,Internet,RoundTrip,93,5,7,1,KCHKIX,Malaysia,1,1,0,7.0,1
2,Internet,RoundTrip,58,29,4,5,MELVTZ,Indonesia,1,1,1,8.83,0
1,Internet,RoundTrip,13,20,12,2,IKAPER,Australia,0,0,0,8.15,0
1,Internet,RoundTrip,57,50,9,5,CRKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,12,29,9,7,MELPNH,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,303,6,8,6,DPSTPE,Taiwan,1,0,0,4.67,0
4,Internet,RoundTrip,390,6,16,6,CTSPEN,Malaysia,1,0,1,8.67,0
1,Internet,RoundTrip,55,58,16,6,CANSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,163,6,1,1,HGHSIN,China,0,0,0,5.07,0
1,Internet,RoundTrip,21,24,7,4,HKGPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,65,23,2,2,HKTMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,6,35,6,1,KTMMFM,Macau,0,0,0,4.75,0
2,Internet,RoundTrip,208,5,13,3,KIXMLE,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,48,4,2,5,CGKHND,Indonesia,1,0,0,7.57,0
1,Internet,RoundTrip,26,20,10,5,KCHPER,Malaysia,1,0,1,5.62,0
1,Internet,RoundTrip,27,26,6,1,CTSSYD,Japan,1,1,1,8.67,1
1,Internet,RoundTrip,20,21,12,3,HKTPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,6,1,11,5,DMKICN,Singapore,0,0,0,6.62,0
